fromNode	toNode	weight	direction	fromAltName	toAltName
liking	sweetness	0.155628559714878	undirected	NA	NA
liking	intensity	0.0935806268890839	undirected	NA	NA
liking	Soluble solids	0.0939364124421674	undirected	NA	NA
liking	glucose	0.114430828415238	undirected	NA	NA
liking	fructose	0.118868072361834	undirected	NA	NA
sweetness	salty	0.0251819430039918	undirected	NA	NA
sweetness	umami	0.0442474475876477	undirected	NA	NA
sweetness	intensity	0.139736216916782	undirected	NA	NA
sweetness	Soluble solids	0.172160621485369	undirected	NA	NA
sweetness	glucose	0.219147019675926	undirected	NA	NA
sweetness	fructose	0.221752388086589	undirected	NA	NA
sour	salty	0.167723806909575	undirected	NA	NA
sour	bitter	0.147186583022192	undirected	NA	NA
sour	umami	0.0377808858632089	undirected	NA	NA
sour	intensity	0.0569284276732375	undirected	NA	NA
sour	citric	0.0916966259355645	undirected	NA	NA
salty	bitter	0.158073357370267	undirected	NA	NA
salty	umami	0.169209179712543	undirected	NA	NA
salty	intensity	0.111468307771202	undirected	NA	NA
salty	citric	0.0323662905249451	undirected	NA	NA
bitter	umami	0.0529854128541781	undirected	NA	NA
bitter	intensity	0.0319446881014492	undirected	NA	NA
umami	intensity	0.109289386411069	undirected	NA	NA
intensity	Soluble solids	0.0598922328692183	undirected	NA	NA
intensity	citric	0.0224070246379183	undirected	NA	NA
intensity	glucose	0.0747679652662843	undirected	NA	NA
intensity	fructose	0.0758096758984959	undirected	NA	NA
Soluble solids	glucose	0.575293282150888	undirected	NA	NA
Soluble solids	fructose	0.60712338549067	undirected	NA	NA
Soluble solids	glutamic acid	0.0524731567669808	undirected	NA	NA
Soluble solids	benzyl cyanide	0.0469431420489307	undirected	NA	NA
glucose	fructose	0.5971326718549	undirected	NA	NA
glucose	glutamic acid	0.0566383055499692	undirected	NA	NA
glucose	benzyl cyanide	0.0552785317107018	undirected	NA	NA
fructose	glutamic acid	0.0523207758496205	undirected	NA	NA
fructose	benzyl cyanide	0.050291514954619	undirected	NA	NA
glutamic acid	benzyl alcohol	0.0346398085361979	undirected	NA	NA
1-nitro-2-phenylethane	2-phenyl ethanol	0.104989945313999	undirected	NA	NA
1-nitro-2-phenylethane	benzyl alcohol	0.0265365119365419	undirected	NA	NA
1-nitro-2-phenylethane	benzyl cyanide	0.193902633233975	undirected	NA	NA
1-nitro-2-phenylethane	phenylacetaldehyde	0.0936507719712959	undirected	NA	NA
1-nitro-3-methylbutane	2-isobutylthiazole	0.0819440913038882	undirected	NA	NA
1-nitro-3-methylbutane	3-methyl-1-butanol	0.129532049099649	undirected	NA	NA
1-nitro-3-methylbutane	heptaldehyde	0.348114118370004	undirected	NA	NA
1-nitro-3-methylbutane	isopentyl acetate	0.0476999297724008	undirected	NA	NA
1-nitro-3-methylbutane	isovaleraldehyde	0.141634539350869	undirected	NA	NA
1-nitro-3-methylbutane	isovaleric acid	0.0284641387231045	undirected	NA	NA
1-nitro-3-methylbutane	isovaleronitrile	0.361200008992919	undirected	NA	NA
1-nitro-3-methylbutane	trans-3-hexen-1-ol	0.130851047965206	undirected	NA	NA
1-octen-3-one	1-pentanol	0.032621006940929	undirected	NA	NA
1-octen-3-one	2,5-dimethyl-4-hydroxy-3(2H)-furanone	0.0532072631704249	undirected	NA	NA
1-octen-3-one	b-ionone	0.0281105910993765	undirected	NA	NA
1-octen-3-one	cis-3-hexen-1-ol	0.0219311922666913	undirected	NA	NA
1-octen-3-one	hexyl alcohol	0.0221780825694048	undirected	NA	NA
1-octen-3-one	trans,trans-2,4-decadienal	0.0256351027531541	undirected	NA	NA
1-octen-3-one	trans-2-heptenal	0.0629951196228652	undirected	NA	NA
1-pentanol	2,5-dimethyl-4-hydroxy-3(2H)-furanone	0.139974030992322	undirected	NA	NA
1-pentanol	6-methyl-5-hepten-2-ol	0.0516223010081068	undirected	NA	NA
1-pentanol	6-methyl-5-hepten-2-one	0.0276425462637627	undirected	NA	NA
1-pentanol	b-cyclocitral	0.0227334215633567	undirected	NA	NA
1-pentanol	b-ionone	0.048962650112832	undirected	NA	NA
1-pentanol	cis-3-hexen-1-ol	0.108088172847065	undirected	NA	NA
1-pentanol	cis-3-hexenyl acetate	0.0342243209272675	undirected	NA	NA
