"id","liking","sweetness","sour","intensity","Soluble solids","TA","firmness","citric","fructose","glucose","sucrose","Isovaleraldehyde","1-Penten-3-ol","2-Pentanone","Valeraldehyde","Ethyl propionate","Methyl butyrate","3-Methylbutanol","2-Pentenal","1-Pentanol","2-Penten-1-ol","Methyl isovalerate","Hexanal","2-Hexen-1-al","2-Hexen-1-ol","1-Hexanol","Isoamyl acetate","2-Heptanone","Heptanal","Prenyl acetate","Methyl hexanoate","Alpha pinene","6-Methyl-2-heptanone","Hexanoic acid","6-Methyl-5-hepten-2-one","2-Octanone","Ethyl hexanoate","3-Hexenyl-acetate","Hexyl acetate","2-Hexenyl-acetate","2-Ethyl-1-hexanol","Limonene","Eucalyptol","Phenylacetaldehyde","2-Nonanone","Linalool","Nonanal","Hexyl butyrate","2-Hexenyl-butyrate","Dodecane","Methyl salicylate","Neral","Geranial","2-Undecanone","Tridecane","Nerylacetone","(E)-geranyl-acetone","Caryophyllene","Myrtenal"
"Emerald",-0.586465059916302,-0.606962971255631,0.578338817204515,-0.13310127872998,-0.68712162926774,1.86362656595357,0,0,-1.32913104035368,-0.816837446902823,-0.711712926205418,0.253946210800413,0.552942938971534,0.190407600189741,-0.332799850870554,-0.339057117276656,0.082950920080217,-0.410019571080005,0.739438887472714,-0.046845217330014,0.651885560974096,-0.426570161056389,-0.545254242872565,0.365310059663816,0.94264374373747,0.192130412119289,-0.657838627157882,-0.432590725271775,0.386833890992442,-0.592780668162032,0.298648174872814,-0.277010613149691,1.15800924817485,-0.316555098300059,-0.07506114956409,1.94578405488849,-0.282152835983869,-0.543520365039954,-0.424095129346099,-0.462300901939651,-0.188622981556684,-0.67849702838285,-0.624528647708844,0.29902791136132,-0.180499771967885,0.25991100243899,0.191447219348645,2.73494899929073,0.018256269513441,0.09012925558305,0.456811110473106,0.567024116933069,0.166866824927841,-0.008852978259215,2.98049633208717,0.469340955029675,0.404054577754172,-0.294999050948011,-0.139906443460571
"Emerald",-1.33888105703225,-1.57300529212407,1.4386600474519,-0.077615262887482,-1.11032148843811,2.77256396733622,0,0,-1.65110005080619,-1.5760399583094,-0.697647580283026,-0.04556498136558,0.506725681893388,0.199357601046281,-0.388732231999547,-0.312016771921041,0.003108614361981,-0.493725039071572,0.138938441488822,-0.429218604186235,-0.065806740630606,-0.422626460943751,-0.565400241776975,0.307771085230111,1.07830901331243,-0.045436246109291,-0.657838627157882,-0.72777540273224,0.947609975620635,-0.592780668162032,-0.297315915356653,-0.277010613149691,1.08072416706034,-0.298743627301509,-0.352844325733224,0.125506143368991,0.698727072909961,-0.543520365039954,-0.353160924875621,-0.331385460294122,-0.188622981556684,-0.615695946275142,-0.535741728148769,1.3862221056485,-0.041722544634485,1.52414006249036,1.45878074090373,0.874246792244895,-0.246078463573473,0.760445782451596,0.616373971028783,-0.341440941791678,0.031497153443384,-0.107040555315968,2.30919685052169,-0.382768219283268,0.056092282558815,0.016469487147785,-0.139906443460571
"Emerald",0.130833095562014,-0.129955508561347,-0.952760728143334,-0.479163646560162,-0.404988389820826,0.486229389229858,0,0,-0.084622253012789,0.044993417022883,-0.79610500173977,-0.117447667485419,0.302049257690168,-0.037817421652018,-0.444664613128539,-0.339057117276656,-0.356181761370081,-0.19238535430193,0.587797360709105,-0.401906219410791,0.372107206111246,-0.431302601191554,-0.320079081889804,0.60881396272898,0.287271606333044,0.038485503420436,-0.657838627157882,-0.550664596255961,0.829551852541015,-0.592780668162032,-0.188958808042204,-0.277010613149691,0.24990954507931,-0.372958089795469,-0.146383856958867,-0.409869712960272,0.026321764339632,-0.543520365039954,0.076385091084501,-0.871879212230661,-0.188622981556684,-0.451715342993903,-0.189472741864473,-0.184169508321872,-0.448141567539442,1.77202811348082,0.448874340914521,0.807793141993258,-0.353770391868142,0.734664377572036,0.717913973200577,0.905471883908955,0.52990367118161,-0.264140678606772,1.86166386281137,-0.382768219283268,0.107642252217386,-0.606467589043807,-0.139906443460571
"Emerald",-0.110770668805445,-0.544343956320639,0.222114360468735,-0.675105979642268,0.22981139893473,1.52832322520997,0,0,0.398988342279133,0.073432599046256,-0.627320850671067,0.170083076993935,-0.146918382497538,-0.440567460196298,-0.432679102886612,-0.136254527109544,-0.436024067088317,-0.460242851874945,0.9153430585185,-0.620405297614345,-0.309092266598302,-0.428936381123971,-0.702086349829208,-0.017078657286838,-0.137910999918376,-0.477627484402685,-0.657838627157882,-0.680545854338566,0.741008260231301,-0.592780668162032,-0.026423147070532,0.339316951669682,1.85357497820548,-0.301712205801267,-0.285275445043434,0.446731657166549,-0.299482869709909,-0.543520365039954,-0.487147755542081,-0.574514137635818,-0.188622981556684,-0.53196117013153,-0.648205159591531,-0.345235314882937,-0.477879544825171,0.563573864902308,0.508280599737415,-0.122557961529658,-0.598524774356024,-0.038777768814747,0.478569682367062,0.032632905918512,-0.02388134852753,-0.480153348131628,0.742831393535571,-0.382768219283268,0.001320439796582,-0.881292769716568,-0.139906443460571
"Emerald",-1.2163768140274,-1.23955300109696,1.5329245633849,0.019304504798225,-0.898721558852925,2.08362415354937,0,0,-1.33175935880636,-1.07526305746304,-0.542928775136715,-0.165369458231978,-0.295473851677294,-0.829892497455768,-0.356770871354408,-0.339057117276656,-0.236418302792727,-0.57743050706314,0.490746783580395,0.117029091322652,-0.394242200686995,-0.431696971202817,-0.406347316043467,0.377385011373274,0.212052424330094,-0.463890636818039,-0.587890534628466,-0.001621096179496,1.27226981408959,-0.592780668162032,-0.622387237299998,-0.277010613149691,-0.349049833558174,-0.393738139293778,-0.416659379718025,-0.088644199162714,-0.188570653863257,-0.543520365039954,-0.764973389718123,-0.503445755028245,-0.188622981556684,-0.633140691305061,-0.565337368002127,-0.345235314882937,-0.3688402947775,1.19878699556537,1.14194736051496,0.807793141993258,-0.373350742467172,0.528413138535561,0.42054682398318,0.531398036198765,-0.085413017384101,-0.126678070727318,0.96659788739073,0.256313661451439,0.143082856357654,-0.435465254402978,-0.139906443460571
"Emerald",-0.661015114285252,-0.691024642464292,-0.413058212574036,-1.32239160739905,-0.263921770097369,-0.053150661059846,0,0,-0.166100125045667,0.01531774882458,-0.732810945089006,-0.452900202711331,-0.404414529075782,-0.060192423793367,-0.290184703343703,-0.339057117276656,-0.475945219947435,-0.410019571080005,0.029756542219023,1.57824167680892,-0.418570753283765,-0.430119491157762,-0.360476832973714,-0.091868651744852,-0.788162582679408,-0.765639540904293,-0.657838627157882,-0.084272805868426,0.386833890992442,-0.592780668162032,-0.351494469013877,-0.277010613149691,0.327194626193824,-0.429361081290879,-0.394136419488095,-0.516944884226125,-0.285618842729077,-0.543520365039954,-0.764973389718123,-0.726937116123112,-0.188622981556684,-0.598251201245223,-0.529822600178097,-0.506301121444001,-0.705870704015757,0.370685975225353,-0.957073784560648,-0.321918912284569,-0.872649682742453,0.451068923896882,-0.101658901471761,0.371080672894398,-0.030034515413187,-0.480153348131628,0.519064899680411,0.469340955029675,-0.069560768483954,-0.979008389511328,-0.139906443460571
"Emerald",0.133037111698295,0.471118203833367,0.178272756100291,0.255760558273514,0.511944638381643,0.76219127542459,0,0,0.828718409291247,0.979776965269417,-0.669516888438243,-0.464880650397971,-0.463836716747684,-0.88583000280914,-0.547207311865025,-0.339057117276656,-0.595708678524789,-0.460242851874945,0.448287156086584,-0.552124335675734,-0.515884963670843,-0.432682896230977,-0.716997561616725,-0.297950876816499,-0.630602527732695,-0.874841707417527,-0.636550077257625,-0.857656660814845,0.032659521753583,-0.592780668162032,-0.622387237299998,-0.277010613149691,-0.252443482165032,-0.438266816790155,-0.397890246193083,0.232581314634844,-0.157376593156386,-0.543520365039954,-0.764973389718123,-0.575449247933286,-0.188622981556684,-0.563361711185385,-0.704436875312913,-0.425768218163469,-0.507617522110899,0.696039042150337,-0.382813282606002,0.674885841489984,-0.529993547259417,0.064347850703491,0.906488262948195,0.086072027019968,-0.116178851812387,-0.440878317308927,0.742831393535571,-0.382768219283268,-0.153329469179132,-0.771362697447464,-0.139906443460571
"Emerald",-0.971183927933655,-1.42197422853416,0.170429312663052,-1.43789852187576,-1.25138810816157,1.25187888816524,0,0,-2.69979911342291,-2.16955332227545,-0.648418869554655,-0.369037068904853,-0.351594806700757,-0.782904992958935,-0.379410168478048,-0.339057117276656,-0.236418302792727,-0.326314103088438,0.921408719589045,-0.074157602105459,-0.491556411074073,-0.413555950684685,-0.008027605421621,0.750008568513439,0.546418756848687,0.036292225234652,-0.639591298671947,-0.975730531799031,0.85906638331092,-0.592780668162032,-0.622387237299998,-0.277010613149691,-0.117194590214632,-0.22156058630779,-0.38287493937313,-0.516944884226125,-0.160842599901594,-0.543520365039954,-0.764973389718123,-0.44827424747763,-0.188622981556684,-0.545916966155466,-0.520943908222089,-0.224435959962138,-0.497704863015657,1.21582929907097,0.528082686011713,1.33942234400635,-0.118806184679774,0.451068923896882,1.29088969974141,0.602650197667373,0.154560491156526,-0.087403039904618,1.19036438124589,-0.382768219283268,0.046426663247832,-0.527073647960565,-0.139906443460571
"Emerald",0.233315804456742,-0.028402721879164,-0.30282394399327,-0.454978708914472,0.018211469349545,-0.383147042453547,0,0,0.0651918987896,-0.245580834085497,-0.767974309894986,-0.728450499504045,-0.371402202591391,-0.841079998526443,-0.378078445117834,-0.339057117276656,-0.515866372806553,-0.24260863509687,0.24812034075862,-0.060501409717737,-0.491556411074073,-0.419471500853641,-0.007604592321265,-0.025662240383335,-0.296353909113949,-0.181650365015863,-0.654797405743559,-0.544760902706752,0.593435606381776,-0.592780668162032,-0.351494469013877,-0.277010613149691,1.21597305901074,-0.378895246794986,-0.315306058683341,2.05285922615434,-0.011804309857655,-0.543520365039954,-0.014253059072222,-0.871879212230661,-0.188622981556684,-0.294712637724632,-0.396642220837983,-0.385501766523203,-0.309364340206042,1.13604033265841,-0.303604937508809,0.475524890735073,-0.676846176752147,0.141692065342169,0.493075396963033,0.76296756097174,0.345308664611897,-0.264140678606772,2.08543035666653,-0.382768219283268,-0.108223245727882,-0.899614448428085,-0.139906443460571
"Endura",-1.05814533603568,-0.942437475754063,1.39011420146972,0.474794696676222,-0.334455079959098,1.42073668566202,0,0,-0.792954076008293,-0.689479370885107,-0.022510976008212,-0.309134830471654,0.074264204947876,-0.854504999811252,-0.605803139714446,-0.339057117276656,0.442241295812278,-0.225867541498557,0.211726374335354,-0.852560568205622,0.372107206111246,-0.302146422502673,-0.792584714986422,0.855344226797083,-0.360390270631328,-0.155561898174435,-0.657838627157882,-0.503435047862287,-0.203456724405656,0.723154897393871,-0.080601700727756,-0.277010613149691,2.43321308656433,-0.209686272308756,-0.037522882514207,3.44483645261042,-0.063794411035773,-0.543520365039954,0.466523215672135,-0.004096856180301,1.34158698646838,0.682193083950833,0.198230140214524,0.782225331044512,2.3373156382238,0.031389205432156,0.290457650720136,3.73175375306528,0.752519416977089,0.141692065342169,-0.145176045259673,0.38889371326155,0.086875655414298,1.11048540018776,3.42802931979749,1.96053201007732,0.645695060528726,0.517262038595927,-0.139906443460571
